Timestamp,Open,High,Low,Close,Date
1506124800.0,259.99000000,286.23000000,255.11000000,285.93000000,2017-09-23
1506211200.0,286.50000000,294.61000000,275.00000000,282.00000000,2017-09-24
1506297600.0,282.00000000,299.00000000,281.34000000,294.42000000,2017-09-25
1506384000.0,294.42000000,296.81000000,286.24000000,287.90000000,2017-09-26
1506470400.0,289.91000000,313.00000000,286.13000000,309.74000000,2017-09-27
1506556800.0,309.81000000,311.81000000,296.89000000,302.44000000,2017-09-28
1506643200.0,302.44000000,303.00000000,274.00000000,292.22000000,2017-09-29
1506729600.0,292.62000000,307.49000000,292.22000000,304.36000000,2017-09-30
1506816000.0,305.13000000,306.00000000,294.00000000,303.95000000,2017-10-01
1506902400.0,303.94000000,305.00000000,295.00000000,296.50000000,2017-10-02
1506988800.0,298.15000000,301.99000000,283.18000000,292.48000000,2017-10-03
1507075200.0,292.47000000,297.97000000,288.00000000,291.99000000,2017-10-04
1507161600.0,290.00000000,297.44000000,285.53000000,294.81000000,2017-10-05
1507248000.0,294.78000000,310.80000000,293.78000000,310.80000000,2017-10-06
1507334400.0,309.90000000,318.50000000,303.60000000,311.01000000,2017-10-07
1507420800.0,311.08000000,317.07000000,309.00000000,311.07000000,2017-10-08
1507507200.0,311.13000000,312.13000000,286.65000000,297.19000000,2017-10-09
1507593600.0,297.35000000,308.56000000,293.00000000,298.64000000,2017-10-10
1507680000.0,300.88000000,305.50000000,298.02000000,304.01000000,2017-10-11
1507766400.0,304.01000000,310.00000000,302.71000000,303.99000000,2017-10-12
1507852800.0,303.52000000,353.96000000,297.00000000,337.96000000,2017-10-13
1507939200.0,337.96000000,349.80000000,335.00000000,342.00000000,2017-10-14
1508025600.0,342.00000000,348.00000000,316.17000000,337.96000000,2017-10-15
1508112000.0,337.50000000,354.00000000,332.78000000,335.19000000,2017-10-16
1508198400.0,335.18000000,336.58000000,312.65000000,315.19000000,2017-10-17
1508284800.0,315.19000000,318.00000000,284.68000000,309.70000000,2017-10-18
1508371200.0,311.52000000,315.00000000,300.00000000,308.66000000,2017-10-19
1508457600.0,308.66000000,311.18000000,302.00000000,304.51000000,2017-10-20
1508544000.0,304.51000000,305.34000000,290.00000000,298.94000000,2017-10-21
1508630400.0,298.99000000,306.99000000,290.00000000,293.79000000,2017-10-22
1508716800.0,293.78000000,294.60000000,272.20000000,281.09000000,2017-10-23
1508803200.0,282.27000000,310.00000000,275.50000000,297.38000000,2017-10-24
1508889600.0,295.43000000,300.00000000,281.00000000,294.49000000,2017-10-25
1508976000.0,294.10000000,299.76000000,291.03000000,294.71000000,2017-10-26
1509062400.0,294.72000000,298.10000000,292.03000000,296.33000000,2017-10-27
1509148800.0,296.14000000,297.00000000,290.10000000,291.87000000,2017-10-28
1509235200.0,291.86000000,309.40000000,291.86000000,305.00000000,2017-10-29
1509321600.0,305.00000000,316.00000000,302.10000000,307.25000000,2017-10-30
1509408000.0,305.95000000,309.99000000,304.01000000,304.90000000,2017-10-31
1509494400.0,304.89000000,305.90000000,286.34000000,287.01000000,2017-11-01
1509580800.0,287.30000000,293.00000000,274.73000000,283.12000000,2017-11-02
1509667200.0,283.12000000,307.00000000,282.00000000,304.08000000,2017-11-03
1509753600.0,304.09000000,304.99000000,292.11000000,298.04000000,2017-11-04
1509840000.0,298.10000000,302.14000000,293.13000000,295.53000000,2017-11-05
1509926400.0,295.19000000,305.58000000,290.11000000,297.97000000,2017-11-06
1510012800.0,297.25000000,303.52000000,287.00000000,291.78000000,2017-11-07
1510099200.0,291.31000000,320.00000000,290.02000000,303.02000000,2017-11-08
1510185600.0,303.60000000,329.00000000,299.50000000,317.87000000,2017-11-09
1510272000.0,318.50000000,322.65000000,285.82000000,293.50000000,2017-11-10
1510358400.0,293.52000000,318.00000000,291.91000000,310.02000000,2017-11-11
1510444800.0,310.87000000,316.99000000,281.01000000,305.24000000,2017-11-12
1510531200.0,304.00000000,318.88000000,303.70000000,312.99000000,2017-11-13
1510617600.0,313.00000000,337.54000000,312.94000000,335.61000000,2017-11-14
1510704000.0,335.60000000,339.00000000,324.00000000,331.33000000,2017-11-15
1510790400.0,330.98000000,334.75000000,321.41000000,331.49000000,2017-11-16
1510876800.0,331.49000000,334.60000000,323.84000000,331.23000000,2017-11-17
1510963200.0,331.20000000,349.90000000,326.01000000,346.66000000,2017-11-18
1511049600.0,346.66000000,373.56000000,343.07000000,354.15000000,2017-11-19
1511136000.0,355.15000000,372.50000000,353.90000000,367.42000000,2017-11-20
1511222400.0,367.42000000,375.50000000,350.02000000,362.12000000,2017-11-21
1511308800.0,362.12000000,384.84000000,359.00000000,380.65000000,2017-11-22
1511395200.0,380.63000000,425.00000000,370.02000000,405.00000000,2017-11-23
1511481600.0,405.03000000,475.00000000,392.80000000,469.00000000,2017-11-24
1511568000.0,467.57000000,484.47000000,450.00000000,461.82000000,2017-11-25
1511654400.0,461.00000000,465.00000000,436.14000000,462.84000000,2017-11-26
1511740800.0,462.84000000,486.94000000,453.00000000,472.31000000,2017-11-27
1511827200.0,472.32000000,477.50000000,453.50000000,466.17000000,2017-11-28
1511913600.0,466.17000000,515.00000000,385.00000000,421.70000000,2017-11-29
1512000000.0,421.92000000,460.00000000,387.01000000,427.43000000,2017-11-30
1512086400.0,428.05000000,465.97000000,413.74000000,457.51000000,2017-12-01
1512172800.0,457.53000000,471.91000000,445.00000000,457.63000000,2017-12-02
1512259200.0,457.31000000,485.90000000,440.11000000,460.30000000,2017-12-03
1512345600.0,460.30000000,470.98000000,445.00000000,466.67000000,2017-12-04
1512432000.0,466.66000000,468.67000000,445.21000000,452.26000000,2017-12-05
1512518400.0,452.26000000,455.10000000,400.00000000,411.01000000,2017-12-06
1512604800.0,413.50000000,427.61000000,375.01000000,406.33000000,2017-12-07
1512691200.0,406.52000000,456.78000000,390.00000000,442.56000000,2017-12-08
1512777600.0,442.56000000,488.00000000,426.40000000,460.00000000,2017-12-09
1512864000.0,460.00000000,460.05000000,403.20000000,427.35000000,2017-12-10
1512950400.0,427.35000000,512.00000000,427.35000000,508.70000000,2017-12-11
1513036800.0,508.44000000,639.27000000,494.89000000,620.00000000,2017-12-12
1513123200.0,622.00000000,705.69000000,539.93000000,683.99000000,2017-12-13
1513209600.0,683.98000000,747.60000000,630.50000000,679.76000000,2017-12-14
1513296000.0,679.76000000,689.00000000,594.60000000,674.95000000,2017-12-15
1513382400.0,673.75000000,712.00000000,669.22000000,682.81000000,2017-12-16
1513468800.0,681.80000000,728.00000000,680.33000000,707.64000000,2017-12-17
1513555200.0,707.62000000,798.88000000,638.00000000,784.00000000,2017-12-18
1513641600.0,784.00000000,864.90000000,729.01000000,798.00000000,2017-12-19
1513728000.0,798.00000000,828.00000000,661.00000000,790.21000000,2017-12-20
1513814400.0,794.62000000,845.99000000,705.98000000,782.41000000,2017-12-21
1513900800.0,784.00000000,796.00000000,504.99000000,635.97000000,2017-12-22
1513987200.0,635.15000000,714.99000000,627.97000000,640.34000000,2017-12-23
1514073600.0,640.33000000,667.64000000,563.49000000,658.00000000,2017-12-24
1514160000.0,659.40000000,744.00000000,599.99000000,714.95000000,2017-12-25
1514246400.0,713.12000000,750.00000000,712.56000000,750.00000000,2017-12-26
1514332800.0,750.00000000,766.05000000,693.18000000,739.89000000,2017-12-27
1514419200.0,739.89000000,744.93000000,645.88000000,707.89000000,2017-12-28
1514505600.0,709.50000000,757.87000000,703.00000000,733.99000000,2017-12-29
1514592000.0,732.90000000,735.00000000,635.82000000,681.06000000,2017-12-30
1514678400.0,680.01000000,740.00000000,672.86000000,733.98000000,2017-12-31
1514764800.0,733.01000000,763.55000000,716.80000000,754.99000000,2018-01-01
1514851200.0,754.99000000,899.50000000,749.06000000,855.28000000,2018-01-02
1514937600.0,855.13000000,950.01000000,810.00000000,934.03000000,2018-01-03
1515024000.0,934.03000000,1009.72000000,890.01000000,940.00000000,2018-01-04
1515110400.0,940.00000000,1045.00000000,930.00000000,959.30000000,2018-01-05
1515196800.0,958.00000000,1017.56000000,950.00000000,1004.11000000,2018-01-06
1515283200.0,1003.71000000,1125.00000000,999.90000000,1123.09000000,2018-01-07
1515369600.0,1123.09000000,1239.18000000,910.00000000,1133.18000000,2018-01-08
1515456000.0,1133.18000000,1326.50000000,1104.85000000,1291.00000000,2018-01-09
1515542400.0,1291.00000000,1440.00000000,1201.10000000,1247.00000000,2018-01-10
1515628800.0,1249.03000000,1332.49000000,1021.00000000,1138.93000000,2018-01-11
1515715200.0,1136.45000000,1288.50000000,1069.01000000,1253.87000000,2018-01-12
1515801600.0,1253.87000000,1427.01000000,1252.00000000,1388.02000000,2018-01-13
1515888000.0,1388.10000000,1391.89000000,1220.89000000,1347.00000000,2018-01-14
1515974400.0,1347.99000000,1383.13000000,1258.12000000,1271.00000000,2018-01-15
1516060800.0,1268.67000000,1275.01000000,780.00000000,1000.00000000,2018-01-16
1516147200.0,999.99000000,1075.51000000,755.00000000,1000.00000000,2018-01-17
1516233600.0,1000.00000000,1075.20000000,924.21000000,994.00000000,2018-01-18
1516320000.0,993.30000000,1079.00000000,941.00000000,1032.50000000,2018-01-19
1516406400.0,1032.50000000,1165.40000000,1031.00000000,1152.75000000,2018-01-20
1516492800.0,1150.37000000,1152.69000000,998.00000000,1049.00000000,2018-01-21
1516579200.0,1049.00000000,1090.15000000,908.00000000,993.00000000,2018-01-22
1516665600.0,993.00000000,1030.00000000,909.00000000,980.00000000,2018-01-23
1516752000.0,981.20000000,1074.00000000,953.09000000,1061.00000000,2018-01-24
1516838400.0,1060.34000000,1115.00000000,1030.26000000,1056.52000000,2018-01-25
1516924800.0,1055.29000000,1082.00000000,986.00000000,1051.03000000,2018-01-26
1517011200.0,1051.03000000,1127.99000000,1032.20000000,1118.99000000,2018-01-27
1517097600.0,1118.99000000,1277.00000000,1112.00000000,1251.96000000,2018-01-28
1517184000.0,1251.96000000,1258.89000000,1161.65000000,1177.01000000,2018-01-29
1517270400.0,1177.01000000,1186.85000000,1051.00000000,1085.50000000,2018-01-30
1517356800.0,1084.63000000,1135.00000000,1029.00000000,1124.81000000,2018-01-31
1517443200.0,1125.96000000,1164.99000000,981.00000000,1041.94000000,2018-02-01
1517529600.0,1041.89000000,1047.20000000,783.67000000,922.30000000,2018-02-02
1517616000.0,923.67000000,998.00000000,851.00000000,971.00000000,2018-02-03
1517702400.0,971.00000000,975.00000000,789.00000000,823.56000000,2018-02-04
1517788800.0,821.60000000,862.47000000,634.94000000,697.92000000,2018-02-05
1517875200.0,697.93000000,798.00000000,570.10000000,779.25000000,2018-02-06
1517961600.0,779.99000000,849.00000000,714.18000000,754.00000000,2018-02-07
1518048000.0,753.19000000,786.93000000,751.00000000,781.66000000,2018-02-08
1518134400.0,781.66000000,882.20000000,781.66000000,877.00000000,2018-02-09
1518220800.0,876.30000000,911.20000000,800.00000000,851.15000000,2018-02-10
1518307200.0,851.15000000,857.00000000,768.28000000,808.99000000,2018-02-11
1518393600.0,808.58000000,877.56000000,807.46000000,866.66000000,2018-02-12
1518480000.0,866.39000000,871.00000000,820.00000000,841.57000000,2018-02-13
1518566400.0,841.57000000,924.99000000,841.30000000,919.09000000,2018-02-14
1518652800.0,919.09000000,946.66000000,895.59000000,924.55000000,2018-02-15
1518739200.0,924.55000000,948.48000000,901.36000000,938.67000000,2018-02-16
1518825600.0,938.60000000,974.00000000,933.48000000,969.99000000,2018-02-17
1518912000.0,969.99000000,978.50000000,897.00000000,911.00000000,2018-02-18
1518998400.0,911.00000000,956.22000000,906.04000000,938.11000000,2018-02-19
1519084800.0,939.17000000,961.00000000,873.00000000,882.99000000,2018-02-20
1519171200.0,882.99000000,908.88000000,812.87000000,835.89000000,2018-02-21
1519257600.0,836.35000000,871.96000000,786.60000000,801.49000000,2018-02-22
1519344000.0,801.47000000,885.00000000,785.99000000,851.60000000,2018-02-23
1519430400.0,851.59000000,875.00000000,805.00000000,833.94000000,2018-02-24
1519516800.0,833.92000000,849.50000000,813.18000000,841.19000000,2018-02-25
1519603200.0,841.46000000,882.00000000,833.00000000,867.98000000,2018-02-26
1519689600.0,867.98000000,897.49000000,860.69000000,870.11000000,2018-02-27
1519776000.0,871.84000000,891.00000000,850.30000000,853.50000000,2018-02-28
1519862400.0,853.50000000,879.96000000,848.65000000,870.63000000,2018-03-01
1519948800.0,870.63000000,876.22000000,850.00000000,856.28000000,2018-03-02
1520035200.0,856.27000000,870.78000000,852.30000000,856.02000000,2018-03-03
1520121600.0,856.51000000,868.00000000,836.24000000,866.66000000,2018-03-04
1520208000.0,866.61000000,871.75000000,847.20000000,849.84000000,2018-03-05
1520294400.0,849.81000000,853.18000000,803.01000000,813.11000000,2018-03-06
1520380800.0,813.31000000,826.20000000,718.40000000,749.90000000,2018-03-07
1520467200.0,749.02000000,772.07000000,684.00000000,695.46000000,2018-03-08
1520553600.0,695.48000000,727.92000000,640.00000000,723.71000000,2018-03-09
1520640000.0,723.65000000,745.00000000,673.06000000,680.58000000,2018-03-10
1520726400.0,680.58000000,735.00000000,659.15000000,720.85000000,2018-03-11
1520812800.0,721.00000000,740.50000000,676.31000000,697.11000000,2018-03-12
1520899200.0,696.52000000,713.76000000,680.00000000,689.94000000,2018-03-13
1520985600.0,690.16000000,703.54000000,585.00000000,610.10000000,2018-03-14
1521072000.0,610.10000000,621.12000000,570.00000000,608.83000000,2018-03-15
1521158400.0,608.83000000,625.30000000,584.15000000,599.05000000,2018-03-16
1521244800.0,599.03000000,609.26000000,544.00000000,546.95000000,2018-03-17
1521331200.0,547.98000000,560.00000000,450.00000000,537.00000000,2018-03-18
1521417600.0,537.39000000,560.00000000,515.80000000,556.88000000,2018-03-19
1521504000.0,556.88000000,567.87000000,515.00000000,557.00000000,2018-03-20
1521590400.0,557.00000000,590.52000000,545.11000000,559.17000000,2018-03-21
1521676800.0,559.15000000,578.60000000,516.00000000,539.92000000,2018-03-22
1521763200.0,539.78000000,544.72000000,506.71000000,543.03000000,2018-03-23
1521849600.0,543.20000000,545.99000000,518.63000000,520.22000000,2018-03-24
1521936000.0,521.17000000,536.00000000,512.00000000,523.74000000,2018-03-25
1522022400.0,523.95000000,527.67000000,465.56000000,485.00000000,2018-03-26
1522108800.0,485.00000000,491.55000000,446.00000000,448.50000000,2018-03-27
1522195200.0,448.50000000,466.00000000,440.14000000,446.67000000,2018-03-28
1522281600.0,446.07000000,449.43000000,380.00000000,384.00000000,2018-03-29
1522368000.0,383.87000000,412.04000000,366.00000000,392.43000000,2018-03-30
1522454400.0,392.40000000,419.40000000,388.52000000,393.92000000,2018-03-31
1522540800.0,393.93000000,399.91000000,356.90000000,378.58000000,2018-04-01
1522627200.0,378.58000000,394.87000000,375.00000000,385.05000000,2018-04-02
1522713600.0,385.00000000,419.08000000,380.13000000,415.01000000,2018-04-03
1522800000.0,415.00000000,416.50000000,370.00000000,378.16000000,2018-04-04
1522886400.0,378.15000000,387.03000000,365.61000000,381.22000000,2018-04-05
1522972800.0,381.56000000,385.91000000,362.54000000,368.89000000,2018-04-06
1523059200.0,368.89000000,394.75000000,368.28000000,384.51000000,2018-04-07
1523145600.0,384.51000000,404.05000000,384.00000000,400.40000000,2018-04-08
1523232000.0,400.40000000,431.99000000,387.10000000,399.44000000,2018-04-09
1523318400.0,399.25000000,418.68000000,391.40000000,416.07000000,2018-04-10
1523404800.0,415.53000000,433.54000000,410.38000000,429.52000000,2018-04-11
1523491200.0,429.90000000,499.00000000,412.88000000,495.67000000,2018-04-12
1523577600.0,494.30000000,530.00000000,480.22000000,495.11000000,2018-04-13
1523664000.0,494.69000000,515.00000000,485.58000000,502.68000000,2018-04-14
1523750400.0,502.68000000,535.00000000,502.51000000,533.88000000,2018-04-15
1523836800.0,533.88000000,538.00000000,497.31000000,511.46000000,2018-04-16
1523923200.0,512.09000000,521.20000000,500.02000000,502.56000000,2018-04-17
1524009600.0,502.56000000,526.99000000,501.12000000,526.09000000,2018-04-18
1524096000.0,526.49000000,571.61000000,521.03000000,568.14000000,2018-04-19
1524182400.0,568.14000000,622.17000000,556.50000000,617.09000000,2018-04-20
1524268800.0,616.80000000,624.50000000,570.23000000,604.87000000,2018-04-21
1524355200.0,604.87000000,643.49000000,589.00000000,620.92000000,2018-04-22
1524441600.0,620.67000000,649.11000000,618.02000000,645.09000000,2018-04-23
1524528000.0,644.58000000,712.99000000,643.76000000,701.58000000,2018-04-24
1524614400.0,701.16000000,703.30000000,593.83000000,618.00000000,2018-04-25
1524700800.0,617.73000000,666.19000000,600.00000000,661.51000000,2018-04-26
1524787200.0,661.51000000,686.82000000,635.73000000,643.46000000,2018-04-27
1524873600.0,643.41000000,694.90000000,638.76000000,682.86000000,2018-04-28
1524960000.0,683.50000000,700.49000000,665.28000000,690.85000000,2018-04-29
1525046400.0,690.85000000,695.30000000,662.20000000,670.78000000,2018-04-30
1525132800.0,670.78000000,675.60000000,627.58000000,672.00000000,2018-05-01
1525219200.0,671.99000000,691.99000000,663.00000000,688.56000000,2018-05-02
1525305600.0,688.55000000,792.08000000,685.39000000,779.00000000,2018-05-03
1525392000.0,779.00000000,810.00000000,756.91000000,785.99000000,2018-05-04
1525478400.0,785.80000000,832.66000000,781.56000000,819.50000000,2018-05-05
1525564800.0,819.50000000,839.99000000,752.49000000,794.30000000,2018-05-06
1525651200.0,794.30000000,799.14000000,701.00000000,752.49000000,2018-05-07
1525737600.0,753.00000000,777.00000000,720.02000000,748.99000000,2018-05-08
1525824000.0,748.99000000,760.74000000,710.26000000,751.75000000,2018-05-09
1525910400.0,752.40000000,769.88000000,720.00000000,722.52000000,2018-05-10
1525996800.0,722.52000000,737.23000000,663.00000000,676.96000000,2018-05-11
1526083200.0,676.96000000,690.20000000,633.20000000,684.11000000,2018-05-12
1526169600.0,684.56000000,742.00000000,666.31000000,729.08000000,2018-05-13
1526256000.0,729.08000000,743.90000000,686.00000000,727.49000000,2018-05-14
1526342400.0,727.49000000,740.00000000,695.00000000,704.91000000,2018-05-15
1526428800.0,704.91000000,712.84000000,673.52000000,706.29000000,2018-05-16
1526515200.0,706.80000000,719.25000000,662.00000000,667.62000000,2018-05-17
1526601600.0,667.62000000,694.90000000,656.00000000,692.60000000,2018-05-18
1526688000.0,693.26000000,717.80000000,682.31000000,697.00000000,2018-05-19
1526774400.0,697.00000000,729.88000000,688.40000000,716.16000000,2018-05-20
1526860800.0,716.16000000,720.46000000,688.00000000,696.70000000,2018-05-21
1526947200.0,697.10000000,699.60000000,637.32000000,640.99000000,2018-05-22
1527033600.0,640.86000000,669.00000000,560.00000000,577.19000000,2018-05-23
1527120000.0,577.19000000,612.10000000,550.00000000,602.18000000,2018-05-24
1527206400.0,602.08000000,617.46000000,568.70000000,585.55000000,2018-05-25
1527292800.0,585.56000000,607.62000000,578.32000000,586.00000000,2018-05-26
1527379200.0,586.03000000,592.00000000,557.43000000,570.40000000,2018-05-27
1527465600.0,570.81000000,576.20000000,506.11000000,511.50000000,2018-05-28
1527552000.0,511.50000000,573.43000000,510.00000000,567.36000000,2018-05-29
1527638400.0,567.09000000,585.83000000,541.20000000,557.19000000,2018-05-30
1527724800.0,557.87000000,586.73000000,552.98000000,577.81000000,2018-05-31
1527811200.0,577.81000000,590.26000000,564.93000000,579.00000000,2018-06-01
1527897600.0,579.00000000,599.17000000,572.90000000,590.85000000,2018-06-02
1527984000.0,590.85000000,628.81000000,590.10000000,619.66000000,2018-06-03
1528070400.0,619.66000000,625.47000000,580.15000000,591.02000000,2018-06-04
1528156800.0,591.02000000,614.00000000,570.36000000,609.05000000,2018-06-05
1528243200.0,609.29000000,613.35000000,593.40000000,607.40000000,2018-06-06
1528329600.0,606.68000000,618.00000000,598.24000000,605.16000000,2018-06-07
1528416000.0,605.20000000,608.45000000,593.33000000,598.68000000,2018-06-08
1528502400.0,599.29000000,608.97000000,591.00000000,592.87000000,2018-06-09
1528588800.0,592.44000000,592.87000000,501.13000000,524.11000000,2018-06-10
1528675200.0,524.64000000,535.51000000,508.66000000,531.69000000,2018-06-11
1528761600.0,531.08000000,538.88000000,482.00000000,493.00000000,2018-06-12
1528848000.0,493.00000000,501.97000000,449.06000000,475.47000000,2018-06-13
1528934400.0,475.47000000,529.00000000,460.00000000,519.29000000,2018-06-14
1529020800.0,519.30000000,521.00000000,481.62000000,487.48000000,2018-06-15
1529107200.0,487.47000000,503.28000000,483.72000000,496.74000000,2018-06-16
1529193600.0,496.45000000,507.60000000,492.70000000,497.14000000,2018-06-17
1529280000.0,497.15000000,524.48000000,487.27000000,517.95000000,2018-06-18
1529366400.0,517.77000000,548.20000000,510.01000000,537.97000000,2018-06-19
1529452800.0,537.68000000,542.02000000,515.08000000,536.49000000,2018-06-20
1529539200.0,536.34000000,544.98000000,521.11000000,526.18000000,2018-06-21
1529625600.0,526.32000000,526.44000000,450.00000000,462.09000000,2018-06-22
1529712000.0,462.40000000,481.00000000,455.00000000,473.41000000,2018-06-23
1529798400.0,473.40000000,475.81000000,419.53000000,454.41000000,2018-06-24
1529884800.0,454.29000000,474.47000000,444.37000000,458.70000000,2018-06-25
1529971200.0,459.04000000,460.81000000,429.00000000,429.34000000,2018-06-26
1530057600.0,429.81000000,445.95000000,420.19000000,441.64000000,2018-06-27
1530144000.0,441.36000000,443.96000000,416.45000000,420.22000000,2018-06-28
1530230400.0,420.48000000,442.00000000,404.48000000,434.77000000,2018-06-29
1530316800.0,434.77000000,463.15000000,434.51000000,454.09000000,2018-06-30
1530403200.0,454.20000000,457.77000000,443.73000000,452.10000000,2018-07-01
1530489600.0,452.14000000,481.83000000,444.16000000,476.25000000,2018-07-02
1530576000.0,476.32000000,486.98000000,457.00000000,461.82000000,2018-07-03
1530662400.0,461.78000000,482.70000000,458.02000000,467.38000000,2018-07-04
1530748800.0,467.19000000,480.00000000,458.80000000,467.87000000,2018-07-05
1530835200.0,467.79000000,476.00000000,451.29000000,470.47000000,2018-07-06
1530921600.0,470.48000000,487.99000000,461.50000000,485.57000000,2018-07-07
1531008000.0,485.57000000,495.98000000,482.05000000,486.77000000,2018-07-08
1531094400.0,486.55000000,488.98000000,468.20000000,471.71000000,2018-07-09
1531180800.0,471.73000000,473.23000000,427.69000000,432.48000000,2018-07-10
1531267200.0,432.55000000,452.69000000,424.20000000,444.99000000,2018-07-11
1531353600.0,444.99000000,445.36000000,416.94000000,431.14000000,2018-07-12
1531440000.0,431.14000000,442.47000000,424.62000000,432.46000000,2018-07-13
1531526400.0,432.43000000,440.00000000,428.26000000,433.19000000,2018-07-14
1531612800.0,433.20000000,455.00000000,430.52000000,449.78000000,2018-07-15
1531699200.0,449.79000000,480.57000000,444.03000000,478.49000000,2018-07-16
1531785600.0,478.49000000,512.00000000,465.29000000,498.76000000,2018-07-17
1531872000.0,498.89000000,515.47000000,468.01000000,479.41000000,2018-07-18
1531958400.0,479.40000000,484.15000000,462.57000000,468.57000000,2018-07-19
1532044800.0,468.70000000,471.02000000,440.00000000,449.04000000,2018-07-20
1532131200.0,449.04000000,468.97000000,441.18000000,460.23000000,2018-07-21
1532217600.0,460.23000000,472.20000000,454.19000000,457.47000000,2018-07-22
1532304000.0,457.47000000,469.82000000,447.11000000,450.05000000,2018-07-23
1532390400.0,450.05000000,484.27000000,448.47000000,479.28000000,2018-07-24
1532476800.0,479.24000000,485.77000000,464.00000000,472.10000000,2018-07-25
1532563200.0,472.11000000,485.00000000,460.00000000,462.64000000,2018-07-26
1532649600.0,462.17000000,474.00000000,455.84000000,470.09000000,2018-07-27
1532736000.0,470.09000000,472.00000000,460.82000000,469.29000000,2018-07-28
1532822400.0,468.44000000,472.00000000,461.60000000,466.40000000,2018-07-29
1532908800.0,466.40000000,469.79000000,446.10000000,456.23000000,2018-07-30
1532995200.0,456.19000000,457.30000000,427.00000000,432.22000000,2018-07-31
1533081600.0,432.20000000,434.99000000,406.55000000,420.41000000,2018-08-01
1533168000.0,420.37000000,425.52000000,407.43000000,410.62000000,2018-08-02
1533254400.0,410.62000000,420.01000000,396.61000000,417.52000000,2018-08-03
1533340800.0,417.58000000,419.53000000,401.86000000,407.21000000,2018-08-04
1533427200.0,407.21000000,413.24000000,400.16000000,408.79000000,2018-08-05
1533513600.0,408.77000000,413.28000000,397.08000000,405.28000000,2018-08-06
1533600000.0,405.19000000,412.76000000,369.19000000,378.21000000,2018-08-07
1533686400.0,378.20000000,380.42000000,347.25000000,355.48000000,2018-08-08
1533772800.0,355.48000000,369.90000000,350.51000000,363.30000000,2018-08-09
1533859200.0,363.21000000,365.87000000,325.95000000,331.81000000,2018-08-10
1533945600.0,331.88000000,332.98000000,304.45000000,317.69000000,2018-08-11
1534032000.0,317.49000000,327.13000000,313.42000000,317.89000000,2018-08-12
1534118400.0,317.96000000,321.99000000,280.68000000,283.81000000,2018-08-13
1534204800.0,283.81000000,283.81000000,250.00000000,278.41000000,2018-08-14
1534291200.0,278.47000000,304.45000000,276.30000000,281.12000000,2018-08-15
